"code","name","name_eng","base_year","C행정구역별_읍면동","행정구역별_읍면동","시점","총인구_명","남자_명","여자_명","내국인_계_명","내국인_남자_명","내국인_여자_명","외국인_계_명","외국인_남자_명","외국인_여자_명","가구_계_가구","일반가구_가구","집단가구_가구","외국인가구_가구","주택_계_호","단독주택_호","아파트_호","연립주택_호","다세대주택_호","비거주용_건물내_주택_호","주택이외의_거처_호"
"32400","고성군","Goseong-gun","2010","32400"," 고성군",2010,26753,13638,13115,26458,13501,12957,295,137,158,10217,10188,13,16,11151,8847,2031,77,28,168,59
"32390","인제군","Inje-gun","2010","32390"," 인제군",2010,28765,15300,13465,28591,15230,13361,174,70,104,10511,10453,16,42,11126,7039,2837,542,306,402,70
"32380","양구군","Yanggu-gun","2010","32380"," 양구군",2010,19363,10190,9173,19252,10163,9089,111,27,84,6945,6919,11,15,7219,4781,1749,431,86,172,70
"32370","화천군","Hwacheon-gun","2010","32370"," 화천군",2010,22119,12455,9664,22015,12422,9593,104,33,71,7396,7346,15,35,8467,5578,2292,365,28,204,91
"32360","철원군","Cheorwon-gun","2010","32360"," 철원군",2010,43271,22300,20971,43109,22246,20863,162,54,108,15519,15481,13,25,16563,10263,3991,1672,195,442,100
"32350","정선군","Jeongseon-gun","2010","32350"," 정선군",2010,35980,18438,17542,35804,18396,17408,176,42,134,14811,14753,24,34,16223,10579,4711,645,41,247,203
"32340","평창군","Pyeongchang-gun","2010","32340"," 평창군",2010,37522,18758,18764,37349,18711,18638,173,47,126,15375,15316,22,37,18272,11467,4637,1501,275,392,239
"32330","영월군","Yeongwol-gun","2010","32330"," 영월군",2010,35050,17526,17524,34880,17453,17427,170,73,97,14668,14588,29,51,15681,11080,2951,890,450,310,137
"32320","횡성군","Hoengseong-gun","2010","32320"," 횡성군",2010,37798,18646,19152,37497,18493,19004,301,153,148,14508,14415,46,47,15827,11927,2782,607,133,378,200
"32310","홍천군","Hongcheon-gun","2010","32310"," 홍천군",2010,62888,31643,31245,62540,31527,31013,348,116,232,23870,23753,51,66,25483,16516,6893,1406,195,473,242
"32070","삼척시","Samcheok-si","2010","32070"," 삼척시",2010,67454,34064,33390,67131,33901,33230,323,163,160,27471,27357,32,82,27673,14194,11196,1561,277,445,112
"32060","속초시","Sokcho-si","2010","32060"," 속초시",2010,80791,39166,41625,80505,39038,41467,286,128,158,31466,31366,19,81,31143,8902,19434,1907,496,404,441
"32050","태백시","Taebaek-si","2010","32050"," 태백시",2010,51558,26457,25101,51400,26413,24987,158,44,114,20158,20094,26,38,20249,6669,9946,3098,195,341,73
"32040","동해시","Donghae-si","2010","32040"," 동해시",2010,90574,45999,44575,90321,45910,44411,253,89,164,34180,34062,23,95,33872,10920,19910,1793,677,572,79
"32030","강릉시","Gangneung-si","2010","32030"," 강릉시",2010,218471,108806,109665,217481,108390,109091,990,416,574,84511,84099,77,335,74115,28911,40878,2795,372,1159,337
"32020","원주시","Wonju-si","2010","32020"," 원주시",2010,311449,155734,155715,309803,154928,154875,1646,806,840,114787,114198,105,484,105988,28516,74645,1481,303,1043,491
"32010","춘천시","Chuncheon-si","2010","32010"," 춘천시",2010,276232,136312,139920,274220,135482,138738,2012,830,1182,103815,103050,112,653,85479,25579,56265,2152,499,984,520
"31380","양평군","Yangpyeong-gun","2010","31380"," 양평군",2010,82802,41028,41774,82131,40733,41398,671,295,376,30440,30171,89,180,32429,23389,5499,1456,1480,605,504
"31370","가평군","Gapyeong-gun","2010","31370"," 가평군",2010,50879,25619,25260,50272,25381,24891,607,238,369,18239,18081,53,105,20053,11803,4056,2291,1152,751,368
"31350","연천군","Yeoncheon-gun","2010","31350"," 연천군",2010,41770,21428,20342,41295,21096,20199,475,332,143,15613,15432,48,133,16021,10055,3993,1327,348,298,273
"31320","여주군","Yeoju-gun","2010","31320"," 여주군",2010,101203,50060,51143,100052,49362,50690,1151,698,453,35908,35492,114,302,34564,19114,12654,1509,794,493,534
"31270","포천시","Pocheon-si","2010","31270"," 포천시",2010,140997,72813,68184,136580,69508,67072,4417,3305,1112,48647,47413,261,973,46848,21016,17693,4082,2689,1368,901
"31260","양주시","Yangju-si","2010","31260"," 양주시",2010,187911,95714,92197,183673,92489,91184,4238,3225,1013,62335,61232,232,871,61785,12459,43110,1263,3998,955,883
"31250","광주시","Gwangju-si","2010","31250"," 광주시",2010,228747,116495,112252,224269,113572,110697,4478,2923,1555,74609,72951,158,1500,66339,13858,31092,4453,16066,870,675
"31240","화성시","Hwaseong-si","2010","31240"," 화성시",2010,488758,253385,235373,474160,242708,231452,14598,10677,3921,163038,158423,740,3875,150523,26779,110831,3859,7696,1358,3266
"31230","김포시","Gimpo-si","2010","31230"," 김포시",2010,224350,114596,109754,217280,109124,108156,7070,5472,1598,74196,71246,141,2809,69990,12678,49003,3076,4157,1076,1686
"31220","안성시","Anseong-si","2010","31220"," 안성시",2010,179782,91663,88119,175824,89313,86511,3958,2350,1608,66929,65542,208,1179,60013,22762,33225,2669,784,573,883
"31210","이천시","Icheon-si","2010","31210"," 이천시",2010,195175,96963,98212,192918,95643,97275,2257,1320,937,65115,64256,139,720,60734,21507,31718,3021,3732,756,637
"31200","파주시","Paju-si","2010","31200"," 파주시",2010,328128,166278,161850,323955,163570,160385,4173,2708,1465,106026,104692,264,1070,103992,24820,71045,3733,3354,1040,1013
"31193","수지구","Suji-gu","2010","31193"," 수지구",2010,299195,146828,152367,296915,145869,151046,2280,959,1321,94973,94258,82,633,93997,2362,90542,745,259,89,416
"31192","기흥구","Giheung-gu","2010","31192"," 기흥구",2010,358374,176258,182116,354643,174530,180113,3731,1728,2003,113457,112186,117,1154,107721,4471,97889,3591,1572,198,599
"31191","처인구","Cheoin-gu","2010","31191"," 처인구",2010,199196,101297,97899,195580,99072,96508,3616,2225,1391,64688,63302,215,1171,58181,16920,23812,6819,9944,686,1027
"31180","하남시","Hanam-si","2010","31180"," 하남시",2010,138829,70034,68795,137569,69365,68204,1260,669,591,46600,46100,31,469,33806,6795,24471,1094,1013,433,1289
"31170","의왕시","Uiwang-si","2010","31170"," 의왕시",2010,144501,72166,72335,143378,71569,71809,1123,597,526,46796,46414,42,340,40241,3030,30714,551,5753,193,1027
"31160","군포시","Gunpo-si","2010","31160"," 군포시",2010,278083,138185,139898,274198,136179,138019,3885,2006,1879,94367,92647,46,1674,80322,3726,66569,1080,8357,590,1278
"31150","시흥시","Siheung-si","2010","31150"," 시흥시",2010,407090,214273,192817,393293,205262,188031,13797,9011,4786,146744,140422,303,6019,107361,7787,80597,820,17069,1088,3066
"31140","오산시","Osan-si","2010","31140"," 오산시",2010,183890,93430,90460,180996,92124,88872,2894,1306,1588,67587,66285,69,1233,53278,4644,44560,1885,1852,337,396
"31130","남양주시","Namyangju-si","2010","31130"," 남양주시",2010,529898,263646,266252,526639,261921,264718,3259,1725,1534,171927,170933,102,892,168384,15800,126484,12016,13168,916,1262
"31120","구리시","Guri-si","2010","31120"," 구리시",2010,185550,91450,94100,184503,91003,93500,1047,447,600,62357,61934,21,402,47747,5841,34796,2708,4116,286,754
"31110","과천시","Gwacheon-si","2010","31110"," 과천시",2010,66704,32810,33894,66319,32634,33685,385,176,209,21779,21662,12,105,16669,1935,13164,719,776,75,609
"31104","일산서구","Ilsanseo-gu","2010","31104"," 일산서구",2010,272693,133046,139647,270205,131883,138322,2488,1163,1325,87355,86397,48,910,79168,3925,72355,2290,420,178,1641
"31103","일산동구","Ilsandong-gu","2010","31103"," 일산동구",2010,256919,124388,132531,254044,122894,131150,2875,1494,1381,91014,89838,97,1079,66612,7541,54398,3848,570,255,18415
"31101","덕양구","Deogyang-gu","2010","31101"," 덕양구",2010,375464,185889,189575,372973,184810,188163,2491,1079,1412,128332,127333,145,854,109102,10607,78162,6611,13053,669,4016
"31092","단원구","Danwon-gu","2010","31092"," 단원구",2010,350937,181928,169009,325517,166583,158934,25420,15345,10075,129545,115301,303,13941,82555,8226,53828,13372,6521,608,3546
"31091","상록구","Sangnok-gu","2010","31091"," 상록구",2010,377838,191543,186295,373546,189476,184070,4292,2067,2225,135416,133708,82,1626,79994,10622,40868,2003,25978,523,1231
"31080","동두천시","Dongducheon-si","2010","31080"," 동두천시",2010,91828,45499,46329,90433,44708,45725,1395,791,604,32868,32413,64,391,32658,6601,20008,2583,3116,350,182
"31070","평택시","Pyeongtaek-si","2010","31070"," 평택시",2010,388508,197235,191273,381731,193189,188542,6777,4046,2731,134050,131814,245,1991,125897,32054,75481,6220,10795,1347,745
"31060","광명시","Gwangmyeong-si","2010","31060"," 광명시",2010,329010,161990,167020,326418,160855,165563,2592,1135,1457,111379,110306,31,1042,96711,6497,63640,3964,22122,488,673
"31053","오정구","Ojeong-gu","2010","31053"," 오정구",2010,189344,95115,94229,187409,94095,93314,1935,1020,915,64950,64161,32,757,57831,3681,19860,9175,24582,533,87
"31052","소사구","Sosa-gu","2010","31052"," 소사구",2010,221269,109518,111751,218281,108095,110186,2988,1423,1565,76620,75235,30,1355,58682,7524,33856,3661,13121,520,735
"31051","원미구","Wonmi-gu","2010","31051"," 원미구",2010,442426,219037,223389,436792,216124,220668,5634,2913,2721,154880,152117,84,2679,111236,11715,74287,4078,20169,987,12501
"31042","동안구","Dongan-gu","2010","31042"," 동안구",2010,344156,169925,174231,342190,168981,173209,1966,944,1022,112428,111586,51,791,97880,4412,78959,2223,11812,474,3731
"31041","만안구","Manan-gu","2010","31041"," 만안구",2010,257966,128831,129135,254582,127181,127401,3384,1650,1734,89559,87898,65,1596,66388,9268,39082,3619,13704,715,808
"31030","의정부시","Uijeongbu-si","2010","31030"," 의정부시",2010,417412,205500,211912,415170,204529,210641,2242,971,1271,143145,142331,118,696,117493,14540,86137,2528,13351,937,1382
"31023","분당구","Bundang-gu","2010","31023"," 분당구",2010,462696,225402,237294,458405,223420,234985,4291,1982,2309,157438,155984,55,1399,133125,4002,120009,7887,1093,134,15721
"31022","중원구","Jungwon-gu","2010","31022"," 중원구",2010,250070,126080,123990,247343,124795,122548,2727,1285,1442,92373,91112,55,1206,58660,13527,22410,848,21049,826,890
"31021","수정구","Sujeong-gu","2010","31021"," 수정구",2010,237198,119278,117920,230519,116105,114414,6679,3173,3506,91833,88518,93,3222,43663,20162,12064,878,10115,444,1005
"31014","영통구","Yeongtong-gu","2010","31014"," 영통구",2010,263107,133882,129225,258336,131182,127154,4771,2700,2071,91404,89116,43,2245,70505,3378,64776,1271,925,155,1005
"31013","팔달구","Paldal-gu","2010","31013"," 팔달구",2010,216928,107857,109071,210885,104754,106131,6043,3103,2940,84752,81710,42,3000,52257,13407,29292,2190,6751,617,5474
"31012","권선구","Gwonseon-gu","2010","31012"," 권선구",2010,302498,151795,150703,298748,149967,148781,3750,1828,1922,108010,106350,42,1618,73369,11899,48360,2801,9672,637,2091
"31011","장안구","Jangan-gu","2010","31011"," 장안구",2010,289380,145456,143924,286084,143917,142167,3296,1539,1757,98338,96832,95,1411,72699,10278,48496,3888,9494,543,585
"26310","울주군","Ulju-gun","2010","26310"," 울주군",2010,189038,97254,91784,185811,95018,90793,3227,2236,991,65460,64276,154,1030,62601,18670,39392,834,2813,892,343
"26040","북구","Buk-gu","2010","26040"," 북구",2010,169399,88014,81385,167821,86986,80835,1578,1028,550,55131,54571,67,493,50633,6793,41657,621,1041,521,147
"26030","동구","Dong-gu","2010","26030"," 동구",2010,166297,88150,78147,164051,86582,77469,2246,1568,678,56881,55925,55,901,44506,7912,31099,1519,3254,722,162
"26020","남구","Nam-gu","2010","26020"," 남구",2010,335340,171077,164263,332617,169544,163073,2723,1533,1190,120826,119666,73,1087,94262,14685,71164,1916,4484,2013,966
"26010","중구","Jung-gu","2010","26010"," 중구",2010,222493,113199,109294,221373,112739,108634,1120,460,660,79640,79195,25,420,58950,15033,34830,1840,6124,1123,216
"25050","대덕구","Daedeok-gu","2010","25050"," 대덕구",2010,204969,103786,101183,203410,102998,100412,1559,788,771,72141,71639,43,459,58319,11458,36766,1935,7474,686,199
"25040","유성구","Yuseong-gu","2010","25040"," 유성구",2010,293505,152136,141369,289303,149805,139498,4202,2331,1871,100562,99256,149,1157,82984,8917,69241,974,3228,624,1356
"25030","서구","Seo-gu","2010","25030"," 서구",2010,500984,245704,255280,498524,244654,253870,2460,1050,1410,179530,178499,100,931,132660,20037,103376,2586,5729,932,2903
"25020","중구","Jung-gu","2010","25020"," 중구",2010,255486,125699,129787,254577,125339,129238,909,360,549,90177,89902,58,217,75064,20103,45076,2668,6212,1005,374
"25010","동구","Dong-gu","2010","25010"," 동구",2010,246915,123437,123478,244344,122354,121990,2571,1083,1488,93887,93347,128,412,72593,21186,41791,2812,5946,858,429
"24050","광산구","Gwangsan-gu","2010","24050"," 광산구",2010,370586,186055,184531,365471,182829,182642,5115,3226,1889,123400,121936,259,1205,114609,17819,95661,193,116,820,386
"24040","북구","Buk-gu","2010","24040"," 북구",2010,480020,237293,242727,477593,236159,241434,2427,1134,1293,168207,167448,223,536,144315,27601,112845,1737,769,1363,1117
"24030","남구","Nam-gu","2010","24030"," 남구",2010,215270,104220,111050,214612,104000,110612,658,220,438,74528,74385,49,94,65430,18341,45179,1119,252,539,240
"24020","서구","Seo-gu","2010","24020"," 서구",2010,305230,150031,155199,304469,149737,154732,761,294,467,109849,109548,51,250,90534,14861,74445,544,93,591,1581
"24010","동구","Dong-gu","2010","24010"," 동구",2010,104639,51731,52908,103998,51436,52562,641,295,346,42758,42538,64,156,29037,14525,11602,603,1767,540,265
"23320","옹진군","Ongjin-gun","2010","23320"," 옹진군",2010,14550,7888,6662,14501,7855,6646,49,33,16,6001,5952,29,20,6272,5110,256,305,380,221,126
"23310","강화군","Ganghwa-gun","2010","23310"," 강화군",2010,56633,27535,29098,56423,27456,28967,210,79,131,21784,21686,57,41,23910,17791,2172,1162,2344,441,294
"23080","서구","Seo-gu","2010","23080"," 서구",2010,395777,201508,194269,389057,196367,192690,6720,5141,1579,131141,128975,219,1947,127648,8177,79499,5250,33501,1221,1067
"23070","계양구","Gyeyang-gu","2010","23070"," 계양구",2010,336809,167551,169258,334970,166750,168220,1839,801,1038,114187,113561,51,575,104018,4766,66416,4957,27329,550,3089
"23060","부평구","Bupyeong-gu","2010","23060"," 부평구",2010,547395,272182,275213,542433,269631,272802,4962,2551,2411,189518,187494,118,1906,162732,16266,100406,4383,40356,1321,3411
"23050","남동구","Namdong-gu","2010","23050"," 남동구",2010,460750,229800,230950,453903,224735,229168,6847,5065,1782,159814,157859,264,1691,139603,9283,87729,1444,39806,1341,5214
"23040","연수구","Yeonsu-gu","2010","23040"," 연수구",2010,277429,139642,137787,274352,137905,136447,3077,1737,1340,95313,94007,53,1253,77788,4357,67031,752,5400,248,1785
"23030","남구","Nam-gu","2010","23030"," 남구",2010,416088,209497,206591,411756,207139,204617,4332,2358,1974,153515,151908,119,1488,125031,26850,52351,4988,39515,1327,2879
"23020","동구","Dong-gu","2010","23020"," 동구",2010,73455,36636,36819,72794,36266,36528,661,370,291,26499,26287,15,197,25137,7860,14200,228,2615,234,221
"23010","중구","Jung-gu","2010","23010"," 중구",2010,83623,42337,41286,81846,41458,40388,1777,879,898,31717,31121,47,549,30413,7855,13787,1454,6711,606,2990
"22310","달성군","Dalseong-gun","2010","22310"," 달성군",2010,169227,85491,83736,167225,84147,83078,2002,1344,658,56775,55985,95,695,54052,13318,37316,430,2322,666,276
"22070","달서구","Dalseo-gu","2010","22070"," 달서구",2010,605752,302050,303702,600509,298794,301715,5243,3256,1987,211181,209247,162,1772,169078,22735,138355,807,5741,1440,296
"22060","수성구","Suseong-gu","2010","22060"," 수성구",2010,445365,218214,227151,444119,217631,226488,1246,583,663,151958,151441,30,487,128795,23499,96966,1040,6330,960,165
"22050","북구","Buk-gu","2010","22050"," 북구",2010,453228,226693,226535,450218,225171,225047,3010,1522,1488,157183,155963,103,1117,124942,23005,93924,582,6056,1375,636
"22040","남구","Nam-gu","2010","22040"," 남구",2010,168574,80914,87660,167873,80618,87255,701,296,405,69434,69185,42,207,42302,22153,13452,392,5193,1112,210
"22030","서구","Seo-gu","2010","22030"," 서구",2010,211593,105901,105692,210409,105230,105179,1184,671,513,80132,79686,29,417,50862,24752,16035,286,8869,920,342
"22020","동구","Dong-gu","2010","22020"," 동구",2010,319754,158015,161739,319022,157787,161235,732,228,504,116891,116671,50,170,99182,27178,57932,1365,11649,1058,263
"22010","중구","Jung-gu","2010","22010"," 중구",2010,72925,35306,37619,72399,35050,37349,526,256,270,30380,30149,42,189,22489,9667,10980,182,939,721,367
"21310","기장군","Gijang-gun","2010","21310"," 기장군",2010,93783,46197,47586,93106,45735,47371,677,462,215,33991,33772,49,170,32167,7683,20476,1163,2424,421,381
"21150","사상구","Sasang-gu","2010","21150"," 사상구",2010,252243,126970,125273,249053,125072,123981,3190,1898,1292,90592,89498,60,1034,70434,11880,51529,1129,4890,1006,813
"21140","수영구","Suyeong-gu","2010","21140"," 수영구",2010,169814,81175,88639,169081,80845,88236,733,330,403,64092,63761,34,297,52857,12382,28695,3036,8175,569,1103
"21130","연제구","Yeonje-gu","2010","21130"," 연제구",2010,202943,98700,104243,202523,98544,103979,420,156,264,73350,73188,36,126,58703,14784,36570,1228,5373,748,1150
"21120","강서구","Gangseo-gu","2010","21120"," 강서구",2010,54347,28496,25851,52207,26615,25592,2140,1881,259,19086,18321,74,691,15969,9623,5783,139,0,424,388
"21110","금정구","Geumjeong-gu","2010","21110"," 금정구",2010,247333,121157,126176,245725,120363,125362,1608,794,814,90072,89452,98,522,69137,17863,37148,4107,8882,1137,1215
"21100","사하구","Saha-gu","2010","21100"," 사하구",2010,343324,170402,172922,340844,168838,172006,2480,1564,916,122488,121730,81,677,103548,19829,70627,5562,6584,946,1248
"21090","해운대구","Haeundae-gu","2010","21090"," 해운대구",2010,410084,199000,211084,407851,197879,209972,2233,1121,1112,146246,145411,49,786,130649,14295,100508,2634,12449,763,6149
"21080","북구","Buk-gu","2010","21080"," 북구",2010,302141,149659,152482,301296,149351,151945,845,308,537,105065,104859,21,185,90878,9669,70794,2781,6986,648,801
"21070","남구","Nam-gu","2010","21070"," 남구",2010,293900,144404,149496,291406,143351,148055,2494,1053,1441,108197,107435,54,708,91565,23365,50706,4431,12222,841,536
"21060","동래구","Dongnae-gu","2010","21060"," 동래구",2010,266147,129877,136270,265596,129666,135930,551,211,340,95024,94802,36,186,76947,17078,48473,2945,7146,1305,2044
